,SCI,population,reprieve_releases,population_after_reprieve,population_change_one_day,population_change_one_week,population_change_one_month,date
24779,CCC/F TOTAL,2260.0,0.0,2260.0,0.0,0.0,-75.0,2020-08-17
24780,Albion,2195.0,4.0,2191.0,-8.0,-9.0,-7.0,2020-08-03
24781,Benner,2032.0,3.0,2029.0,-1.0,1.0,-15.0,2020-08-03
24782,Camp Hill,1842.0,9.0,1833.0,9.0,-23.0,-260.0,2020-08-03
24783,Cambridge Springs,1018.0,19.0,999.0,-6.0,1.0,-25.0,2020-08-03
24784,Chester,1002.0,3.0,999.0,-13.0,3.0,60.0,2020-08-03
24785,Coal Township,2183.0,4.0,2179.0,-29.0,-13.0,65.0,2020-08-03
24786,Dallas,2123.0,3.0,2120.0,36.0,39.0,-18.0,2020-08-03
24787,Frackville,1182.0,4.0,1178.0,-2.0,-5.0,-38.0,2020-08-03
24788,Forest,2370.0,7.0,2363.0,-2.0,-6.0,-20.0,2020-08-03
24789,Fayette,2003.0,4.0,1999.0,-7.0,-16.0,-10.0,2020-08-03
24790,Greene,1699.0,3.0,1696.0,-2.0,4.0,-43.0,2020-08-03
24791,Houtzdale,2484.0,3.0,2481.0,-2.0,0.0,32.0,2020-08-03
24792,Huntingdon,1832.0,1.0,1831.0,-2.0,-15.0,-40.0,2020-08-03
24793,Laurel Highlands,1171.0,17.0,1154.0,-6.0,-11.0,-62.0,2020-08-03
24794,Mahanoy,2325.0,5.0,2320.0,-3.0,13.0,-31.0,2020-08-03
24795,Mercer,1366.0,3.0,1363.0,-6.0,-8.0,18.0,2020-08-03
24796,Muncy,1122.0,11.0,1111.0,-1.0,-8.0,-10.0,2020-08-03
24797,Phoenix,2836.0,8.0,2828.0,-8.0,-17.0,-44.0,2020-08-03
24798,Pine Grove,1042.0,4.0,1038.0,-1.0,1.0,4.0,2020-08-03
24799,Quehanna,434.0,0.0,434.0,0.0,-1.0,-15.0,2020-08-03
24800,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-08-03
24801,Rockview,1947.0,6.0,1941.0,-1.0,-14.0,-36.0,2020-08-03
24802,Smithfield,1395.0,4.0,1391.0,-1.0,-2.0,33.0,2020-08-03
24803,Somerset,2301.0,0.0,2301.0,-3.0,-14.0,-4.0,2020-08-03
24804,Waymart,1128.0,11.0,1117.0,-3.0,-10.0,-55.0,2020-08-03
24805,SCI TOTAL,41032.0,136.0,40896.0,-62.0,-110.0,-531.0,2020-08-03
24806,CCC/F East,830.0,0.0,830.0,0.0,-29.0,-58.0,2020-08-03
24807,CCC/F Central,876.0,0.0,876.0,0.0,-12.0,-86.0,2020-08-03
24808,CCC/F West,602.0,0.0,602.0,0.0,17.0,-37.0,2020-08-03
24809,CCC/F TOTAL,2308.0,0.0,2308.0,0.0,-24.0,-181.0,2020-08-03
24810,Albion,2195.0,4.0,2191.0,-8.0,-9.0,-7.0,2020-08-02
24811,Benner,2032.0,3.0,2029.0,-1.0,1.0,-15.0,2020-08-02
24812,Camp Hill,1842.0,9.0,1833.0,9.0,-23.0,-260.0,2020-08-02
24813,Cambridge Springs,1018.0,19.0,999.0,-6.0,1.0,-25.0,2020-08-02
24814,Chester,1002.0,3.0,999.0,-13.0,3.0,60.0,2020-08-02
24815,Coal Township,2183.0,4.0,2179.0,-29.0,-13.0,65.0,2020-08-02
24816,Dallas,2123.0,3.0,2120.0,36.0,39.0,-18.0,2020-08-02
24817,Frackville,1182.0,4.0,1178.0,-2.0,-5.0,-38.0,2020-08-02
24818,Forest,2370.0,7.0,2363.0,-2.0,-6.0,-20.0,2020-08-02
24819,Fayette,2003.0,4.0,1999.0,-7.0,-16.0,-10.0,2020-08-02
24820,Greene,1699.0,3.0,1696.0,-2.0,4.0,-43.0,2020-08-02
24821,Houtzdale,2484.0,3.0,2481.0,-2.0,0.0,32.0,2020-08-02
24822,Huntingdon,1832.0,1.0,1831.0,-2.0,-15.0,-40.0,2020-08-02
24823,Laurel Highlands,1171.0,17.0,1154.0,-6.0,-11.0,-62.0,2020-08-02
24824,Mahanoy,2325.0,5.0,2320.0,-3.0,13.0,-31.0,2020-08-02
24825,Mercer,1366.0,3.0,1363.0,-6.0,-8.0,18.0,2020-08-02
24826,Muncy,1122.0,11.0,1111.0,-1.0,-8.0,-10.0,2020-08-02
24827,Phoenix,2836.0,8.0,2828.0,-8.0,-17.0,-44.0,2020-08-02
24828,Pine Grove,1042.0,4.0,1038.0,-1.0,1.0,4.0,2020-08-02
24829,Quehanna,434.0,0.0,434.0,0.0,-1.0,-15.0,2020-08-02
24830,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-08-02
24831,Rockview,1947.0,6.0,1941.0,-1.0,-14.0,-36.0,2020-08-02
24832,Smithfield,1395.0,4.0,1391.0,-1.0,-2.0,33.0,2020-08-02
24833,Somerset,2301.0,0.0,2301.0,-3.0,-14.0,-4.0,2020-08-02
24834,Waymart,1128.0,11.0,1117.0,-3.0,-10.0,-55.0,2020-08-02
24835,SCI TOTAL,41032.0,136.0,40896.0,-62.0,-110.0,-531.0,2020-08-02
24836,CCC/F East,830.0,0.0,830.0,0.0,-29.0,-58.0,2020-08-02
24837,CCC/F Central,876.0,0.0,876.0,0.0,-12.0,-86.0,2020-08-02
24838,CCC/F West,602.0,0.0,602.0,0.0,17.0,-37.0,2020-08-02
24839,CCC/F TOTAL,2308.0,0.0,2308.0,0.0,-24.0,-181.0,2020-08-02
24840,Albion,2208.0,4.0,2204.0,-1.0,-1.0,16.0,2020-08-16
24841,Benner,2022.0,3.0,2019.0,-2.0,-2.0,-9.0,2020-08-16
24842,Camp Hill,1803.0,9.0,1794.0,35.0,35.0,-60.0,2020-08-16
24843,Cambridge Springs,999.0,19.0,980.0,-5.0,-5.0,-16.0,2020-08-16
24844,Chester,992.0,3.0,989.0,-4.0,-4.0,-7.0,2020-08-16
24845,Coal Township,2268.0,4.0,2264.0,-6.0,-6.0,81.0,2020-08-16
24846,Dallas,2132.0,2.0,2130.0,0.0,0.0,-5.0,2020-08-16
24847,Frackville,1188.0,4.0,1184.0,-6.0,-6.0,10.0,2020-08-16
24848,Forest,2385.0,7.0,2378.0,-1.0,-1.0,15.0,2020-08-16
24849,Fayette,2010.0,4.0,2006.0,-1.0,-1.0,7.0,2020-08-16
24850,Greene,1673.0,3.0,1670.0,0.0,0.0,-27.0,2020-08-16
24851,Houtzdale,2457.0,3.0,2454.0,-5.0,-5.0,-27.0,2020-08-16
24852,Huntingdon,1820.0,1.0,1819.0,-1.0,-1.0,-12.0,2020-08-16
24853,Laurel Highlands,1016.0,16.0,1000.0,-7.0,-7.0,-153.0,2020-08-16
24854,Mahanoy,2312.0,5.0,2307.0,-1.0,-1.0,-13.0,2020-08-16
24855,Mercer,1353.0,3.0,1350.0,-8.0,-8.0,-11.0,2020-08-16
24856,Muncy,1094.0,11.0,1083.0,-4.0,-4.0,-28.0,2020-08-16
24857,Phoenix,2831.0,8.0,2823.0,-6.0,-6.0,-2.0,2020-08-16
24858,Pine Grove,1049.0,4.0,1045.0,-1.0,-1.0,9.0,2020-08-16
24859,Quehanna,454.0,0.0,454.0,1.0,1.0,20.0,2020-08-16
24860,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-08-16
24861,Rockview,1914.0,6.0,1908.0,0.0,0.0,-32.0,2020-08-16
24862,Smithfield,1377.0,4.0,1373.0,-1.0,-1.0,-15.0,2020-08-16
24863,Somerset,2297.0,0.0,2297.0,-1.0,-1.0,-4.0,2020-08-16
24864,Waymart,1109.0,11.0,1098.0,0.0,0.0,-19.0,2020-08-16
24865,SCI TOTAL,40763.0,134.0,40629.0,-25.0,-25.0,-282.0,2020-08-16
24866,CCC/F East,702.0,0.0,702.0,0.0,0.0,-126.0,2020-08-16
24867,CCC/F Central,900.0,0.0,900.0,0.0,0.0,14.0,2020-08-16
24868,CCC/F West,658.0,0.0,658.0,0.0,0.0,37.0,2020-08-16
24869,CCC/F TOTAL,2260.0,0.0,2260.0,0.0,0.0,-75.0,2020-08-16
24870,Albion,2217.0,4.0,2213.0,0.0,-2.0,33.0,2020-06-13
24871,Benner,1986.0,4.0,1982.0,-1.0,-8.0,-26.0,2020-06-13
24872,Camp Hill,2461.0,10.0,2451.0,-3.0,-25.0,-266.0,2020-06-13
24873,Cambridge Springs,1035.0,19.0,1016.0,1.0,-20.0,-25.0,2020-06-13
24874,Chester,899.0,3.0,896.0,0.0,-16.0,-33.0,2020-06-13
24875,Coal Township,2062.0,4.0,2058.0,-1.0,-8.0,23.0,2020-06-13
24876,Dallas,2146.0,3.0,2143.0,-1.0,-15.0,18.0,2020-06-13
24877,Frackville,1186.0,4.0,1182.0,-1.0,-8.0,8.0,2020-06-13
24878,Forest,2352.0,8.0,2344.0,0.0,2.0,27.0,2020-06-13
24879,Fayette,1898.0,4.0,1894.0,-1.0,-10.0,16.0,2020-06-13
24880,Greene,1745.0,4.0,1741.0,-4.0,-9.0,14.0,2020-06-13
24881,Houtzdale,2406.0,4.0,2402.0,0.0,-2.0,-18.0,2020-06-13
24882,Huntingdon,1881.0,1.0,1880.0,-1.0,-3.0,-6.0,2020-06-13
24883,Laurel Highlands,1266.0,18.0,1248.0,-2.0,-18.0,-35.0,2020-06-13
24884,Mahanoy,2290.0,7.0,2283.0,-2.0,-14.0,31.0,2020-06-13
24885,Mercer,1289.0,3.0,1286.0,-1.0,-5.0,-17.0,2020-06-13
24886,Muncy,1190.0,11.0,1179.0,0.0,-12.0,-48.0,2020-06-13
24887,Phoenix,2886.0,8.0,2878.0,-1.0,-19.0,-52.0,2020-06-13
24888,Pine Grove,1017.0,4.0,1013.0,-1.0,-2.0,11.0,2020-06-13
24889,Quehanna,387.0,0.0,387.0,0.0,-5.0,-15.0,2020-06-13
24890,Retreat,599.0,0.0,599.0,13.0,85.0,13.0,2020-06-13
24891,Rockview,2013.0,8.0,2005.0,-1.0,-8.0,-20.0,2020-06-13
24892,Smithfield,1267.0,5.0,1262.0,0.0,-6.0,7.0,2020-06-13
24893,Somerset,2280.0,0.0,2280.0,-1.0,-4.0,-3.0,2020-06-13
24894,Waymart,1205.0,11.0,1194.0,-2.0,-11.0,-29.0,2020-06-13
24895,SCI TOTAL,41963.0,147.0,41816.0,-10.0,-143.0,-392.0,2020-06-13
24896,CCC/F East,986.0,0.0,986.0,13.0,11.0,-9.0,2020-06-13
24897,CCC/F Central,1021.0,0.0,1021.0,-5.0,-93.0,-104.0,2020-06-13
24898,CCC/F West,684.0,0.0,684.0,2.0,-10.0,-39.0,2020-06-13
24899,CCC/F TOTAL,2691.0,0.0,2691.0,10.0,-92.0,-152.0,2020-06-13
24900,Albion,2219.0,4.0,2215.0,0.0,35.0,35.0,2020-06-07
24901,Benner,1994.0,4.0,1990.0,-1.0,-18.0,-18.0,2020-06-07
24902,Camp Hill,2486.0,10.0,2476.0,-57.0,-241.0,-241.0,2020-06-07
24903,Cambridge Springs,1054.0,18.0,1036.0,-4.0,-8.0,-5.0,2020-06-07
24904,Chester,915.0,3.0,912.0,-9.0,-17.0,-17.0,2020-06-07
24905,Coal Township,2070.0,4.0,2066.0,25.0,29.0,31.0,2020-06-07
24906,Dallas,2161.0,3.0,2158.0,25.0,33.0,33.0,2020-06-07
24907,Frackville,1194.0,4.0,1190.0,-3.0,16.0,16.0,2020-06-07
24908,Forest,2349.0,7.0,2342.0,-1.0,25.0,25.0,2020-06-07
24909,Fayette,1908.0,4.0,1904.0,1.0,26.0,26.0,2020-06-07
24910,Greene,1754.0,4.0,1750.0,2.0,23.0,23.0,2020-06-07
24911,Houtzdale,2408.0,4.0,2404.0,-1.0,-17.0,-16.0,2020-06-07
24912,Huntingdon,1884.0,1.0,1883.0,0.0,-3.0,-3.0,2020-06-07
24913,Laurel Highlands,1284.0,18.0,1266.0,0.0,-18.0,-17.0,2020-06-07
24914,Mahanoy,2304.0,7.0,2297.0,-2.0,44.0,45.0,2020-06-07
24915,Mercer,1294.0,3.0,1291.0,-4.0,-15.0,-12.0,2020-06-07
24916,Muncy,1202.0,11.0,1191.0,-16.0,-36.0,-36.0,2020-06-07
24917,Phoenix,2906.0,9.0,2897.0,-4.0,-35.0,-33.0,2020-06-07
24918,Pine Grove,1019.0,4.0,1015.0,-2.0,12.0,13.0,2020-06-07
24919,Quehanna,392.0,0.0,392.0,35.0,-10.0,-10.0,2020-06-07
24920,Retreat,514.0,0.0,514.0,-10.0,-72.0,-72.0,2020-06-07
24921,Rockview,2021.0,8.0,2013.0,-5.0,-13.0,-12.0,2020-06-07
24922,Smithfield,1273.0,5.0,1268.0,0.0,13.0,13.0,2020-06-07
24923,Somerset,2284.0,0.0,2284.0,-3.0,0.0,1.0,2020-06-07
24924,Waymart,1216.0,11.0,1205.0,-4.0,-19.0,-18.0,2020-06-07
24925,SCI TOTAL,42105.0,146.0,41959.0,-38.0,-266.0,-249.0,2020-06-07
24926,CCC/F East,975.0,0.0,975.0,1.0,-20.0,-20.0,2020-06-07
24927,CCC/F Central,1114.0,0.0,1114.0,-3.0,-11.0,-11.0,2020-06-07
24928,CCC/F West,694.0,0.0,694.0,-8.0,-29.0,-29.0,2020-06-07
24929,CCC/F TOTAL,2783.0,0.0,2783.0,-10.0,-60.0,-60.0,2020-06-07
24930,Albion,2263.0,0.0,2263.0,-1.0,-7.0,-28.0,2020-04-16
24931,Benner,2057.0,0.0,2057.0,-1.0,-8.0,-17.0,2020-04-16
24932,Camp Hill,2857.0,0.0,2857.0,-5.0,-18.0,-70.0,2020-04-16
24933,Cambridge Springs,1160.0,0.0,1160.0,-1.0,4.0,2.0,2020-04-16
24934,Chester,1049.0,0.0,1049.0,-13.0,-28.0,-72.0,2020-04-16
24935,Coal Township,2119.0,0.0,2119.0,-2.0,-8.0,-26.0,2020-04-16
24936,Dallas,2145.0,0.0,2145.0,-1.0,-5.0,-41.0,2020-04-16
24937,Frackville,1182.0,0.0,1182.0,1.0,-3.0,-21.0,2020-04-16
24938,Forest,2290.0,0.0,2290.0,-2.0,-9.0,-9.0,2020-04-16
24939,Fayette,1984.0,0.0,1984.0,-1.0,-8.0,-46.0,2020-04-16
24940,Greene,1771.0,0.0,1771.0,-2.0,-9.0,-20.0,2020-04-16
24941,Houtzdale,2481.0,0.0,2481.0,-2.0,-6.0,-39.0,2020-04-16
24942,Huntingdon,2002.0,0.0,2002.0,-3.0,-8.0,-32.0,2020-04-16
24943,Laurel Highlands,1399.0,0.0,1399.0,-2.0,-17.0,-55.0,2020-04-16
24944,Mahanoy,2326.0,0.0,2326.0,-7.0,-13.0,-42.0,2020-04-16
24945,Mercer,1329.0,0.0,1329.0,-4.0,-4.0,-32.0,2020-04-16
24946,Muncy,1347.0,0.0,1347.0,-1.0,-19.0,-29.0,2020-04-16
24947,Phoenix,3103.0,0.0,3103.0,-13.0,-27.0,-95.0,2020-04-16
24948,Pine Grove,1016.0,0.0,1016.0,-4.0,-8.0,-21.0,2020-04-16
24949,Quehanna,390.0,0.0,390.0,0.0,0.0,-22.0,2020-04-16
24950,Retreat,481.0,0.0,481.0,0.0,1.0,290.0,2020-04-16
24951,Rockview,2318.0,0.0,2318.0,-2.0,-3.0,-23.0,2020-04-16
24952,Smithfield,1291.0,2.0,1289.0,-2.0,-8.0,-14.0,2020-04-16
24953,Somerset,2320.0,0.0,2320.0,-4.0,-13.0,-46.0,2020-04-16
24954,Waymart,1344.0,4.0,1340.0,-8.0,-17.0,-46.0,2020-04-16
24955,SCI TOTAL,44024.0,6.0,44018.0,-80.0,-241.0,-554.0,2020-04-16
24956,CCC/F East,1071.0,0.0,1071.0,5.0,-23.0,96.0,2020-04-16
24957,CCC/F Central,1205.0,0.0,1205.0,11.0,31.0,73.0,2020-04-16
24958,CCC/F West,861.0,0.0,861.0,17.0,12.0,173.0,2020-04-16
24959,CCC/F TOTAL,3137.0,0.0,3137.0,33.0,20.0,342.0,2020-04-16
24960,Albion,2209.0,4.0,2205.0,-2.0,3.0,2.0,2020-10-10
24961,Benner,1983.0,3.0,1980.0,-2.0,-7.0,-8.0,2020-10-10
24962,Camp Hill,2207.0,7.0,2200.0,-3.0,-20.0,-31.0,2020-10-10
24963,Cambridge Springs,964.0,18.0,946.0,-4.0,-10.0,-18.0,2020-10-10
24964,Chester,960.0,2.0,958.0,0.0,0.0,-10.0,2020-10-10
24965,Coal Township,2197.0,4.0,2193.0,12.0,-2.0,10.0,2020-10-10
24966,Dallas,2101.0,2.0,2099.0,-4.0,-13.0,-9.0,2020-10-10
24967,Frackville,1033.0,3.0,1030.0,0.0,-4.0,-5.0,2020-10-10
24968,Forest,2338.0,5.0,2333.0,-1.0,-7.0,-9.0,2020-10-10
24969,Fayette,1952.0,3.0,1949.0,-2.0,-9.0,-25.0,2020-10-10
24970,Greene,1690.0,3.0,1687.0,5.0,23.0,19.0,2020-10-10
24971,Houtzdale,2433.0,2.0,2431.0,1.0,-1.0,-6.0,2020-10-10
24972,Huntingdon,1813.0,1.0,1812.0,0.0,48.0,74.0,2020-10-10
24973,Laurel Highlands,879.0,13.0,866.0,0.0,-12.0,-19.0,2020-10-10
24974,Mahanoy,2301.0,5.0,2296.0,0.0,-10.0,-10.0,2020-10-10
24975,Mercer,1250.0,3.0,1247.0,0.0,-13.0,-22.0,2020-10-10
24976,Muncy,1089.0,11.0,1078.0,9.0,12.0,21.0,2020-10-10
24977,Phoenix,2787.0,9.0,2778.0,-9.0,9.0,-34.0,2020-10-10
24978,Pine Grove,1012.0,3.0,1009.0,-2.0,-6.0,-12.0,2020-10-10
24979,Quehanna,353.0,0.0,353.0,0.0,-66.0,-63.0,2020-10-10
24980,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-10
24981,Rockview,1611.0,5.0,1606.0,-1.0,-15.0,-28.0,2020-10-10
24982,Smithfield,1364.0,4.0,1360.0,-3.0,-10.0,-13.0,2020-10-10
24983,Somerset,2248.0,0.0,2248.0,-3.0,-16.0,-11.0,2020-10-10
24984,Waymart,1035.0,8.0,1027.0,0.0,-9.0,-10.0,2020-10-10
24985,SCI TOTAL,39809.0,118.0,39691.0,-9.0,-135.0,-217.0,2020-10-10
24986,CCC/F East,620.0,0.0,620.0,19.0,8.0,8.0,2020-10-10
24987,CCC/F Central,861.0,0.0,861.0,15.0,-19.0,-19.0,2020-10-10
24988,CCC/F West,810.0,0.0,810.0,29.0,72.0,72.0,2020-10-10
24989,CCC/F TOTAL,2291.0,0.0,2291.0,63.0,61.0,61.0,2020-10-10
24990,Albion,2206.0,4.0,2202.0,-1.0,-4.0,-1.0,2020-10-04
24991,Benner,1990.0,3.0,1987.0,4.0,-12.0,-1.0,2020-10-04
24992,Camp Hill,2227.0,7.0,2220.0,-5.0,-22.0,-11.0,2020-10-04
24993,Cambridge Springs,975.0,19.0,956.0,-1.0,-10.0,-8.0,2020-10-04
24994,Chester,960.0,2.0,958.0,0.0,-18.0,-10.0,2020-10-04
24995,Coal Township,2199.0,4.0,2195.0,4.0,25.0,12.0,2020-10-04
24996,Dallas,2114.0,2.0,2112.0,4.0,6.0,4.0,2020-10-04
24997,Frackville,1037.0,3.0,1034.0,-1.0,3.0,-1.0,2020-10-04
24998,Forest,2345.0,5.0,2340.0,-1.0,-1.0,-2.0,2020-10-04
24999,Fayette,1961.0,3.0,1958.0,-14.0,-7.0,-16.0,2020-10-04
25000,Greene,1667.0,3.0,1664.0,-9.0,-12.0,-4.0,2020-10-04
25001,Houtzdale,2434.0,2.0,2432.0,1.0,-8.0,-5.0,2020-10-04
25002,Huntingdon,1765.0,1.0,1764.0,30.0,5.0,26.0,2020-10-04
25003,Laurel Highlands,891.0,13.0,878.0,-2.0,-19.0,-7.0,2020-10-04
25004,Mahanoy,2311.0,5.0,2306.0,-3.0,-11.0,0.0,2020-10-04
25005,Mercer,1263.0,3.0,1260.0,-3.0,-15.0,-9.0,2020-10-04
25006,Muncy,1077.0,11.0,1066.0,10.0,-2.0,9.0,2020-10-04
25007,Phoenix,2778.0,9.0,2769.0,-2.0,-11.0,-43.0,2020-10-04
25008,Pine Grove,1018.0,3.0,1015.0,-2.0,-11.0,-6.0,2020-10-04
25009,Quehanna,419.0,0.0,419.0,9.0,3.0,3.0,2020-10-04
25010,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-04
25011,Rockview,1626.0,5.0,1621.0,-9.0,-18.0,-13.0,2020-10-04
25012,Smithfield,1374.0,4.0,1370.0,2.0,-17.0,-3.0,2020-10-04
25013,Somerset,2264.0,0.0,2264.0,8.0,0.0,5.0,2020-10-04
25014,Waymart,1044.0,8.0,1036.0,-1.0,-3.0,-1.0,2020-10-04
25015,SCI TOTAL,39945.0,119.0,39826.0,18.0,-159.0,-82.0,2020-10-04
25016,CCC/F East,612.0,0.0,612.0,0.0,-17.0,0.0,2020-10-04
25017,CCC/F Central,880.0,0.0,880.0,0.0,-3.0,0.0,2020-10-04
25018,CCC/F West,738.0,0.0,738.0,0.0,-13.0,0.0,2020-10-04
25019,CCC/F TOTAL,2230.0,0.0,2230.0,0.0,-33.0,0.0,2020-10-04
25020,Albion,2210.0,4.0,2206.0,4.0,-5.0,-27.0,2020-09-19
25021,Benner,2002.0,3.0,1999.0,7.0,-3.0,-9.0,2020-09-19
25022,Camp Hill,2249.0,7.0,2242.0,-3.0,-24.0,73.0,2020-09-19
25023,Cambridge Springs,985.0,19.0,966.0,0.0,-4.0,-6.0,2020-09-19
25024,Chester,978.0,2.0,976.0,0.0,-15.0,-26.0,2020-09-19
25025,Coal Township,2174.0,4.0,2170.0,3.0,34.0,-96.0,2020-09-19
25026,Dallas,2108.0,2.0,2106.0,0.0,-11.0,-17.0,2020-09-19
25027,Frackville,1034.0,3.0,1031.0,-2.0,-8.0,-22.0,2020-09-19
25028,Forest,2346.0,5.0,2341.0,-5.0,-7.0,-31.0,2020-09-19
25029,Fayette,1968.0,3.0,1965.0,-2.0,-17.0,-19.0,2020-09-19
25030,Greene,1679.0,3.0,1676.0,-7.0,-15.0,-21.0,2020-09-19
25031,Houtzdale,2442.0,2.0,2440.0,13.0,8.0,-8.0,2020-09-19
25032,Huntingdon,1760.0,1.0,1759.0,0.0,-5.0,-35.0,2020-09-19
25033,Laurel Highlands,911.0,14.0,897.0,0.0,-6.0,-31.0,2020-09-19
25034,Mahanoy,2322.0,5.0,2317.0,-4.0,-10.0,0.0,2020-09-19
25035,Mercer,1278.0,3.0,1275.0,-11.0,-19.0,-65.0,2020-09-19
25036,Muncy,1079.0,11.0,1068.0,1.0,-6.0,-22.0,2020-09-19
25037,Phoenix,2789.0,9.0,2780.0,-4.0,-14.0,-37.0,2020-09-19
25038,Pine Grove,1029.0,3.0,1026.0,1.0,0.0,-4.0,2020-09-19
25039,Quehanna,416.0,0.0,416.0,13.0,21.0,-44.0,2020-09-19
25040,Retreat,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19
25041,Rockview,1644.0,5.0,1639.0,-1.0,-9.0,-73.0,2020-09-19
25042,Smithfield,1391.0,4.0,1387.0,2.0,2.0,9.0,2020-09-19
25043,Somerset,2264.0,0.0,2264.0,-6.0,-16.0,-12.0,2020-09-19
25044,Waymart,1048.0,9.0,1039.0,-2.0,-10.0,-34.0,2020-09-19
25045,SCI TOTAL,40106.0,121.0,39985.0,-3.0,-139.0,-557.0,2020-09-19
25046,CCC/F East,629.0,0.0,629.0,4.0,11.0,-35.0,2020-09-19
25047,CCC/F Central,883.0,0.0,883.0,7.0,-6.0,-13.0,2020-09-19
25048,CCC/F West,751.0,0.0,751.0,42.0,31.0,85.0,2020-09-19
25049,CCC/F TOTAL,2263.0,0.0,2263.0,53.0,36.0,37.0,2020-09-19
25050,Albion,2184.0,4.0,2180.0,-7.0,-8.0,-18.0,2020-07-20
25051,Benner,2047.0,3.0,2044.0,-8.0,-9.0,0.0,2020-07-20
25052,Camp Hill,1939.0,9.0,1930.0,-70.0,-117.0,-163.0,2020-07-20
25053,Cambridge Springs,1043.0,19.0,1024.0,0.0,7.0,0.0,2020-07-20
25054,Chester,985.0,3.0,982.0,4.0,-2.0,43.0,2020-07-20
25055,Coal Township,2139.0,4.0,2135.0,7.0,10.0,21.0,2020-07-20
25056,Dallas,2099.0,3.0,2096.0,-1.0,-2.0,-42.0,2020-07-20
25057,Frackville,1205.0,4.0,1201.0,-5.0,-13.0,-15.0,2020-07-20
25058,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-20
25059,Fayette,2017.0,4.0,2013.0,11.0,7.0,4.0,2020-07-20
25060,Greene,1752.0,3.0,1749.0,3.0,1.0,10.0,2020-07-20
25061,Houtzdale,2450.0,3.0,2447.0,0.0,1.0,-2.0,2020-07-20
25062,Huntingdon,1863.0,1.0,1862.0,-4.0,-6.0,-9.0,2020-07-20
25063,Laurel Highlands,1226.0,18.0,1208.0,0.0,-5.0,-8.0,2020-07-20
25064,Mahanoy,2334.0,5.0,2329.0,-6.0,-8.0,-22.0,2020-07-20
25065,Mercer,1376.0,3.0,1373.0,23.0,16.0,28.0,2020-07-20
25066,Muncy,1121.0,11.0,1110.0,0.0,-11.0,-11.0,2020-07-20
25067,Phoenix,2851.0,9.0,2842.0,-6.0,-17.0,-30.0,2020-07-20
25068,Pine Grove,1070.0,4.0,1066.0,20.0,16.0,32.0,2020-07-20
25069,Quehanna,478.0,0.0,478.0,-2.0,18.0,29.0,2020-07-20
25070,Retreat,0.0,0.0,0.0,0.0,0.0,-10.0,2020-07-20
25071,Rockview,1976.0,8.0,1968.0,-3.0,-5.0,-9.0,2020-07-20
25072,Smithfield,1403.0,5.0,1398.0,-1.0,30.0,40.0,2020-07-20
25073,Somerset,2302.0,0.0,2302.0,-1.0,-5.0,-3.0,2020-07-20
25074,Waymart,1162.0,11.0,1151.0,-3.0,-7.0,-21.0,2020-07-20
25075,SCI TOTAL,41417.0,142.0,41275.0,-49.0,-114.0,-152.0,2020-07-20
25076,CCC/F East,864.0,0.0,864.0,0.0,-17.0,-24.0,2020-07-20
25077,CCC/F Central,934.0,0.0,934.0,0.0,-18.0,-28.0,2020-07-20
25078,CCC/F West,620.0,0.0,620.0,0.0,-3.0,-19.0,2020-07-20
25079,CCC/F TOTAL,2418.0,0.0,2418.0,0.0,-38.0,-71.0,2020-07-20
25080,Albion,2184.0,4.0,2180.0,-7.0,-8.0,-18.0,2020-07-08
25081,Benner,2047.0,3.0,2044.0,-8.0,-9.0,0.0,2020-07-08
25082,Camp Hill,1939.0,9.0,1930.0,-70.0,-117.0,-163.0,2020-07-08
25083,Cambridge Springs,1043.0,19.0,1024.0,0.0,7.0,0.0,2020-07-08
25084,Chester,985.0,3.0,982.0,4.0,-2.0,43.0,2020-07-08
25085,Coal Township,2139.0,4.0,2135.0,7.0,10.0,21.0,2020-07-08
25086,Dallas,2099.0,3.0,2096.0,-1.0,-2.0,-42.0,2020-07-08
25087,Frackville,1205.0,4.0,1201.0,-5.0,-13.0,-15.0,2020-07-08
25088,Forest,2395.0,8.0,2387.0,0.0,-5.0,4.0,2020-07-08
25089,Fayette,2017.0,4.0,2013.0,11.0,7.0,4.0,2020-07-08
25090,Greene,1752.0,3.0,1749.0,3.0,1.0,10.0,2020-07-08
25091,Houtzdale,2450.0,3.0,2447.0,0.0,1.0,-2.0,2020-07-08
25092,Huntingdon,1863.0,1.0,1862.0,-4.0,-6.0,-9.0,2020-07-08
25093,Laurel Highlands,1226.0,18.0,1208.0,0.0,-5.0,-8.0,2020-07-08
25094,Mahanoy,2334.0,5.0,2329.0,-6.0,-8.0,-22.0,2020-07-08
25095,Mercer,1376.0,3.0,1373.0,23.0,16.0,28.0,2020-07-08
25096,Muncy,1121.0,11.0,1110.0,0.0,-11.0,-11.0,2020-07-08
25097,Phoenix,2851.0,9.0,2842.0,-6.0,-17.0,-30.0,2020-07-08
